Perusahaan,Sektor
PT Larisa Tri Manunggal Mas,Entertainment / Media
PT Laristama Sejahtera Abadi,Retail / Merchandise
PT Larona Prima Solusi,Construction / Building / Engineering
PT Laros Inter Cosmoport (Laros Inc),Grooming / Beauty / Fitness
PT Larrie Indonesia,Retail/Merchandise
PT Larsen Star Logistic,Transportation/Logistics
PT LAS International,Hotel / Hospitality
PT LAS TRANSPORT INDONESIA,Transportation/Logistics
PT LasalleFood Indonesia Tbk,Manufacturing / Production
PT Laser Solusindo Prima,Manufacturing/Production
PT Laserpro Technology International,Computer / Information Technology (Software)
PT Lasindo Jayabersama,Oil / Gas / Petroleum
PT Laskar Putra Kirana,Education
PT Laskar Teknologi Mulia,Computer/Information Technology (Software)
PT Laskita Lentera Sukses,General & Wholesale Trading
PT Lastindo Jaya,Manufacturing / Production
PT Latansa Makmur Abadi,Chemical / Fertilizers / Pesticides
PT Latexindo Internusa,General & Wholesale Trading
PT Latif Industries International,Manufacturing/Production
PT Latimas Katsindo Utama,Consumer Products / FMCG
PT Lativi Mediakarya (tvOne),Entertainment/Media
PT Latrade Batam Indonesia,Manufacturing/Production
PT Lattice Teknologi Mandiri,Computer/Information Technology (Hardware)
PT Laurige Asia Surabaya,Manufacturing/Production
PT Lauser Indah Perkasa,Transportation/Logistics
PT Laut Jawa Makmur Sejati,Consulting (Business & Management)
PT Laut Ketenangan Solusi,Consulting (Business & Management)
PT Laut Timur Ardiprima,General & Wholesale Trading
PT Laut Timur Ardiprima Cabang Palangkaraya,Computer/Information Technology (Hardware)
PT Laut Timur Ardiprima Samarinda,Consumer Products/FMCG
PT Lautan Ajinomoto Fine Ingredients,Healthcare/Medical
PT Lautan Bahari Sejahtera,Manufacturing/Production
PT Lautan Bening,Manufacturing / Production
PT Lautan Benua Nusantara Indonesia,Transportation / Logistics
PT Lautan Berjaya Samudra,Transportation / Logistics
PT Lautan Berlian Perkasa,Construction/Building/Engineering
PT Lautan Berlian Utama Motor,Gems / Jewellery
PT Lautan Biru Makmur,General & Wholesale Trading
PT Lautan Cipta Adyatma Rejo,Manufacturing/Production
PT Lautan Graha Mas,Construction/Building/Engineering
PT Lautan Indo Makmur Sejahtera,Transportation/Logistics
PT Lautan Jati,Manufacturing / Production
PT Lautan Jaya Berlian,Marine/Aquaculture
PT Lautan Jaya Kumala,Heavy Industrial / Machinery / Equipment
PT Lautan Karya Gemilang,Transportation / Logistics
PT Lautan Kreasi Mode,Arts/Design/Fashion
PT Lautan Luas Semarang,Advertising/Marketing/Promotion/PR
PT Lautan Luas Tbk,Manufacturing/Production
PT Lautan Natural Krimerindo,Manufacturing/Production
PT Lautan Nusantara Indah Kaya,Food & Beverage/Catering/Restaurant
PT Lautan Nusantara Semesta,Manufacturing / Production
PT Lautan Otsuka Chemical,Manufacturing/Production
PT Lautan Rejeki Abadi,General & Wholesale Trading
PT Lautan Samudera Hindia,Agricultural / Plantation / Poultry / Fisheries
PT Lautan Teduh Interniaga,Automobile/Automotive Ancillary/Vehicle
PT Lautan Teknologi,Computer / Information Technology (Software)
PT Lautan Traktor,Heavy Industrial / Machinery / Equipment
PT Lautan Utama Karya Energy,Oil / Gas / Petroleum
PT Lautan Warna,Chemical/Fertilizers/Pesticides
PT Lautandhana Securindo,Banking / Financial Services
PT Lautindo Synergy Sejahtera,Heavy Industrial/Machinery/Equipment
PT Lava Mobile Indonesia,Telecommunication
PT LAVATEXTILES BVBA INDONESIA,Textiles/Garment
PT Lavinta Buana Sakti (MAXXfleet - Asset Tracking & Fleet Management),Computer/Information Technology (Hardware)
PT Lawang Agung Amerta Jati,Construction / Building / Engineering
PT Lawang Angin,Travel/Tourism
PT Lawang Sewu Lestari,Manufacturing / Production
PT Lawangmas Primapack Indonesia,Manufacturing/Production
PT Lawsim Zecha,BioTechnology/Pharmaceutical/Clinical research
PT Lawu Busanatama Textile,Textiles / Garment
PT Laxmirani Mitra Garmindo,Textiles/Garment
PT Layana Computindo Sentratama,Computer/Information Technology (Software)
PT Layanan Keuangan Berbagi,Computer/Information Technology (Software)
PT Layar Emas Dinamika,Electrical & Electronics
PT Layar Sentosa Shipping,Transportation/Logistics
PT Layar Sentosa Shipping,Transportation / Logistics
PT Laysander Technology,Electrical & Electronics
PT Lazarus Citra Indah,Retail/Merchandise
PT Lazizaa Rahmat Semesta,Food & Beverage/Catering/Restaurant
PT LB ADS Indonesia,Advertising / Marketing / Promotion / PR
PT LB Net,Others
PT LB Resources,Advertising/Marketing/Promotion/PR
PT LB Technologies Batam,Manufacturing/Production
PT LBI Indonesia,Education
PT LCA,Food & Beverage/Catering/Restaurant
PT LCG Telecommunication And Technology,Manufacturing/Production
PT LCI Indah Jaya,Human Resources Management/Consulting
PT LDF Pratama,Architectural Services/Interior Designing
PT Le Bahiana,Entertainment / Media
PT LE Global,Computer / Information Technology (Hardware)
PT Le Salon De Aria - Flair Make Up,Grooming/Beauty/Fitness
PT Lea Sanent,Textiles / Garment
PT Lead Industria,Construction/Building/Engineering
PT Lead Valve Indonesia Jakarta,Heavy Industrial/Machinery/Equipment
PT Leader International Investindo,General & Wholesale Trading
"PT Leaders World By Lee & Co.,LTD",Textiles/Garment
PT Leadership Indonesia,Oil/Gas/Petroleum
PT Leading Garment Industries,Textiles/Garment
PT Leads Property Services Indonesia,Consulting (Business & Management)
PT Leafwell Sehat Sejahtera,Food & Beverage/Catering/Restaurant
PT Leap Machinery Indonesia,Heavy Industrial/Machinery/Equipment
PT Leapfrog Indonesia,General & Wholesale Trading
PT Lear Automotive Indonesia,Manufacturing/Production
PT Learning Edge Education,Education
PT Learning Resources,Education
PT Learning Unlimited,Education
PT Lebahlestari Prima,Manufacturing / Production
PT Lebihbaik Pratama,Entertainment/Media
PT LECAPSEAL INDONESIA,Manufacturing/Production
PT LED PRO IDN,Electrical & Electronics
PT Ledin Jaya,Advertising/Marketing/Promotion/PR
PT LEDOKOMBO,Agricultural/Plantation/Poultry/Fisheries
PT Lee Bou Indonesia,Manufacturing/Production
PT Lee Cooper Indonesia,Apparel
PT Leeden Indonesia,Oil / Gas / Petroleum
PT Leetex Garment Indonesia (Majalengka),Textiles / Garment
PT Leetex Garment Indonesia Cabang Tangerang,Textiles/Garment
PT Lega,Transportation/Logistics
PT Legal Tekno Digital,Others
PT Legend Net,Computer/Information Technology (Software)
PT Legian Paradise,Hotel / Hospitality
PT LEGNOTEAK LANGGENG ABADI,Consumer Products/FMCG
PT Legong Bali Nusantara,Food & Beverage/Catering/Restaurant
PT Legos Utama,"Consulting (IT, Science, Engineering & Technical)"
PT Legrand Indonesia,Electrical & Electronics
PT Legrand Indonesia (Bandung),Electrical & Electronics
PT Legrand Indonesia (Medan),Electrical & Electronics
PT Legrand Indonesia Surabaya,General & Wholesale Trading
PT Legreen,Hotel/Hospitality
PT LEIGERINDO UTAMA,Mining
PT Leighton Contractors Indonesia,Construction/Building/Engineering
PT Leighton Indonesia,Construction / Building / Engineering
PT LEIT Utama Indonesia,Education
PT Leiter Indonesia (Jakarta),Others
PT Leitz Tooling Indonesia,Wood / Fibre / Paper
PT Lejel Shopping,General & Wholesale Trading
PT Lekom Maras,Oil/Gas/Petroleum
PT Lekong,Manufacturing / Production
PT Lektrika Karyatama,Construction/Building/Engineering
PT Lelco Trindo Graha Nusantara,Electrical & Electronics
PT Lelco Trindo Nusantara,Manufacturing/Production
PT Lely Metropolitan,Manufacturing / Production
PT Lemariage Indonesia,Entertainment / Media
PT Lemariku Indah,Textiles / Garment
PT Lematang,Heavy Industrial/Machinery/Equipment
PT Lembah Hijau,Travel/Tourism
PT Lembah Kerinci Developindo,Agricultural/Plantation/Poultry/Fisheries
PT Lembah Maharaja (The Viceroy Bali),Hotel / Hospitality
PT Lembah Sitapung Gadang Wisata,Travel/Tourism
PT Lembang Permata Recreation Estate,Property/Real Estate
PT Lembayung,Electrical & Electronics
PT Lembeh Marina Resort,Travel / Tourism
PT Lembongan Bar,Food & Beverage / Catering / Restaurant
PT Lembongan Island Beach Villas,Hotel/Hospitality
PT Lembuswana Perkasa,Mining
PT Lemindo Abadi Jaya,Manufacturing/Production
PT Lemindo Abadi Jaya (Cabang Samarinda),Chemical / Fertilizers / Pesticides
PT Lemindo Abadi Jaya Cabang Banjarmasin,Transportation / Logistics
PT Lemo Express Transindo,Transportation/Logistics
Pt Lemo Tatagraha Mas,Heavy Industrial/Machinery/Equipment
PT Lemti Unindo Inovasi,Education
PT Len Industri (Persero),Telecommunication
PT Len Railway Systems,Construction/Building/Engineering
PT Lendis Cipta Media Jaya,Advertising/Marketing/Promotion/PR
PT Lenko Surya Perkasa ( Palembang ),Healthcare/Medical
PT Lenko Surya Perkasa (Pontianak),BioTechnology / Pharmaceutical / Clinical research
PT Lenko Surya Perkasa (Ujungpandang),BioTechnology/Pharmaceutical/Clinical research
PT Lensa Esa International,"Consulting (IT, Science, Engineering & Technical)"
PT Lensa Kreasi Utama,Computer / Information Technology (Software)
PT Lensaplus Esa International,Computer/Information Technology (Software)
PT Lentera Denta Internasional,Architectural Services/Interior Designing
PT Lentera Didaktika Centra,Education
PT Lentera Duasatu Propertindo,Hotel/Hospitality
PT Lentera Enterprises Digimedia,Electrical & Electronics
PT Lentera Fajar Kemakmuran,General & Wholesale Trading
PT Lentera Gemilang,Hotel / Hospitality
PT Lentera Hati,Printing / Publishing
PT Lentera Kasih Internasional,Education
PT Lentera Kreasi Integritas,Architectural Services/Interior Designing
PT Lentera Madani,Human Resources Management/Consulting
PT LENTERA MONDIAL LOGISTIK,Transportation/Logistics
PT Lentera Nusa Bangsa,Education
PT Lentera Pandawa Lima,Consulting (Business & Management)
PT Lentera Panen Mandiri,Agricultural/Plantation/Poultry/Fisheries
PT Lentera Permai Oetama,Construction/Building/Engineering
PT Lentera Surya Abadi,Telecommunication
PT Lentera Trang Sejahtera,Arts/Design/Fashion
PT Lentice Solution,Consulting (Business & Management)
PT Leo Graha Sukses Primatama,Manufacturing / Production
Pt Leo Intan Bersaudara,Manufacturing/Production
PT Leoco Dwitara,Manufacturing/Production
PT Leogatt Chakra Boga,Food & Beverage/Catering/Restaurant
PT Leogatt Multi Investama,Accounting/Audit/Tax Services
PT Leon Boga Sentosa,Consumer Products/FMCG
PT LEON BOGA SENTOSA,Consumer Products/FMCG
PT Leone Citra Mandiri,General & Wholesale Trading
PT Leonian Golf Indonesia,Others
PT Leopard Technologies,"Consulting (IT, Science, Engineering & Technical)"
PT Leotan Mutiara,General & Wholesale Trading
PT Leprim Globalindo Utama,Property / Real Estate
PT Leqin Abadi Indonesia,Others
PT Leqin Indonesia,Retail/Merchandise
PT Lerindro Internasional,Others
PT Leschaco Logistic Indonesia,Transportation/Logistics
PT Lesenphants Mitraprima,Retail/Merchandise
PT Lesgo Indonesia Pintar,Education
PT Lesso Building Material Trading,Manufacturing/Production
PT Lestaprima Cipta Mas,Oil/Gas/Petroleum
PT Lestari,General & Wholesale Trading
PT Lestari Abadi Sakti,Transportation/Logistics
PT Lestari Agribisnis Indonesia,Agricultural / Plantation / Poultry / Fisheries
pt lestari bambe,Retail/Merchandise
PT LESTARI BANTEN ENERGI,Utilities/Power
PT Lestari Bara Abadi,Construction/Building/Engineering
PT LESTARI BINTANG MANDIRI,Healthcare/Medical
PT Lestari Budaya Bali,Travel/Tourism
PT Lestari Budaya Bali transport,Exhibitions/Event management/MICE
PT Lestari Cakrawala,Telecommunication
PT Lestari Dini Tunggul,Apparel
PT Lestari Distribution,Consumer Products/FMCG
PT Lestari Garmentama,Manufacturing / Production
PT Lestari Inti Ekapangan,General & Wholesale Trading
PT Lestari investama Sentosa,Accounting / Audit / Tax Services
PT Lestari Jaya Perkasa Agung,Manufacturing/Production
PT Lestari Kagungan Mandiri,Electrical & Electronics
PT Lestari Magris,Manufacturing/Production
PT Lestari Mahadibya (Summarecon Mal Serpong),Construction/Building/Engineering
PT Lestari Mahaputra Buana,Manufacturing/Production
PT Lestari Sukses Nusantara,Healthcare/Medical
PT Lestari Sumber Daya,Human Resources Management/Consulting
PT LestariBusana AnggunMahkota,Textiles/Garment
PT LESTARIJAYA KANAKAMAKMUR,Electrical & Electronics
PT Lestarindo Jaya Mandiri,General & Wholesale Trading
PT Lestarindo Pola Abadi,Automobile / Automotive Ancillary / Vehicle
PT Lestarivaria Dinamikacentre,Consumer Products/FMCG
PT Lestrek Piramid Tangguh,Automobile/Automotive Ancillary/Vehicle
PT Letrus Overseas,Manufacturing / Production
PT Letter Mas Industry,Printing/Publishing
PT Leu Ritel Indonesia,Retail/Merchandise
PT Leutika Nouvalitera,Retail/Merchandise
PT Leuwijaya Utama Textile,Manufacturing/Production
PT Leverate Services Indonesia (Jakarta),Accounting/Audit/Tax Services
PT Levi Strauss Indonesia,Textiles / Garment
PT Leviathan Minerals Energy,Mining
PT Levin Inti Kreasindo,Architectural Services / Interior Designing
PT Lewatmana Pandu Lalulintas,Entertainment/Media
PT Lewind (Sidoarjo),Manufacturing / Production
PT Lex Indonesia,Transportation / Logistics
PT Lexcorp Indonesia,"Consulting (IT, Science, Engineering & Technical)"
PT Lexindo Surabaya Branch,Manufacturing / Production
PT Leyand International Tbk,Others
PT LF Asia Marketing Indonesia,General & Wholesale Trading
PT LF Beauty Manufacturing Indonesia,Manufacturing/Production
PT LF Services Indonesia,Transportation/Logistics
PT LF2 Factory Communication,Telecommunication
PT LFC Teknologi Indonesia (Batam),Heavy Industrial/Machinery/Equipment
PT LG ELectronics Indonesia,Electrical & Electronics
PT LG Electronics Indonesia (Jambi),Electrical & Electronics
PT LG Electronics Indonesia (Surabaya),Electrical & Electronics
PT LG Electronics Indonesia Cabang Manado,Electrical & Electronics
PT LG Innotek Indonesia,Manufacturing/Production
PT Lhaksana Gagas Tara,Sports
PT Lhince Ramsey Roswell,Construction / Building / Engineering
PT Liando Rajawali Makmur,Computer/Information Technology (Software)
PT Liang Chi Indonesia,"Consulting (IT, Science, Engineering & Technical)"
PT Liao YouYulong Petroleum Engineering Services Ltd,Oil / Gas / Petroleum
PT Liaoyou Yulong Petroleum Engineering Services,Manufacturing/Production
PT Libeltro Teknik,Electrical & Electronics
PT Liberica,Food & Beverage/Catering/Restaurant
PT Liberro Indonesia,Others
PT Liberty and General Risk Services,Banking/Financial Services
PT Liberty Jaya,"Consulting (IT, Science, Engineering & Technical)"
PT Libra Bogatama Sentosa,Food & Beverage/Catering/Restaurant
PT Libra Dwi Kartika,Gems / Jewellery
PT Libra Emas Permata,Retail/Merchandise
PT Libra Sakti Area,Banking/Financial Services
PT Libra Technical Solution,"Consulting (IT, Science, Engineering & Technical)"
PT Libratama Group,Repair & Maintenance Services
PT Librindah Rimbajati,General & Wholesale Trading
PT Libs Dimensi Kreasindo,Construction / Building / Engineering
PT Lichtindo Pertiwi,Manufacturing/Production
PT Licon Indonesia,Computer/Information Technology (Software)
PT Lido Golf Prima,Travel / Tourism
PT Lido Lintas Cakrawala,Food & Beverage/Catering/Restaurant
PT Lidosarana Prima (Lido Lakes Resort & Conference),Hotel / Hospitality
PT Liebherr Indonesia Perkasa,Heavy Industrial/Machinery/Equipment
PT Liebra Permana,Textiles/Garment
PT Liebra Permana,Manufacturing / Production
PT Liebra Permana Wonogiri,Textiles/Garment
PT Lieco Minergy Pratama,General & Wholesale Trading
PT Liek Motor Toyota,Retail / Merchandise
PT Lienetic Jaya,General & Wholesale Trading
PT Lientan Nusantara,Property / Real Estate
PT Liesco Sakti Sejahtera,Manufacturing/Production
PT Lievee Ciptatama Indonesia,General & Wholesale Trading
PT Life Changing,Sports
PT Life Stone Indonesia,General & Wholesale Trading
PT Lifelong Learning,Education
PT Lifepharm Global Network,General & Wholesale Trading
PT Lifere Agro Kapuas,Agricultural/Plantation/Poultry/Fisheries
PT Lifestyle International,General & Wholesale Trading
PT Lifestyle On Display,Retail/Merchandise
PT Lifestyle Retreats Indonesia,Hotel/Hospitality
PT Lifestyle Trading,Retail / Merchandise
PT Liftindo Putra Perkasa,Construction/Building/Engineering
PT Lifull Media Indonesia,Property/Real Estate
PT LIG Insurance Indonesia,Insurance
PT Liga Indonesia (Badan Liga Sepakbola Indonesia),Sports
PT Ligaindo Kayu Lestari,Apparel
PT Light House Consulting,Human Resources Management / Consulting
PT Light Instrumenindo,Property/Real Estate
PT Light Water Tour & Travel,Travel / Tourism
PT Lightmedia Inovasi Teknologi,"Consulting (IT, Science, Engineering & Technical)"
PT Lightstream Analytics Indonesia,"Consulting (IT, Science, Engineering & Technical)"
PT Ligman Lighting Indonesia,Electrical & Electronics
PT Ligno Specialty Chemicals,Chemical/Fertilizers/Pesticides
PT Lignum Asia Pacific,Manufacturing/Production
PT Liiur Persada,Entertainment / Media
PT Lika Indra Jaya,Hotel / Hospitality
PT Lika Internasional,Manufacturing / Production
PT Like2connect Indonesia,Computer/Information Technology (Software)
PT Liku Telaga,Manufacturing / Production
PT Lila Buana Wisata,Travel / Tourism
PT Lileo Imaging Indonesia,Entertainment / Media
PT Lily Kasoem Metropolitan,Healthcare / Medical
PT Lily Maritim Indonesia,Transportation / Logistics
PT Lim Siang Huat Ripindo,Manufacturing / Production
PT Lima Belas,General & Wholesale Trading
PT Lima Berjaya Persada,Manufacturing/Production
PT LIMA BOGA MULTIKREASI,Food & Beverage/Catering/Restaurant
PT Lima Cipta Solusi,Consulting (Business & Management)
PT Lima Jalan Bangsa,Arts/Design/Fashion
PT LIMA MAS SEJATI ( Surabaya ),Manufacturing / Production
PT Lima Panca Sukses,Food & Beverage/Catering/Restaurant
PT Lima Putra Indojaya,Electrical & Electronics
PT Lima Sempurna Makmur,Retail/Merchandise
PT Lima Srikandi Mandiri (Dapur Sunda),Food & Beverage/Catering/Restaurant
PT Limadua Uluwatu Gemilang,Property/Real Estate
PT Limajari Interbhuana,Transportation/Logistics
PT Limakilo Majubersama Petani,Retail/Merchandise
PT LimaLima Dinamika,Manufacturing/Production
PT Limaradja Kuliner Indonesia,Food & Beverage/Catering/Restaurant
PT Limardi Mitra Perkasa,Hotel / Hospitality
